evento_id,entidade_id,data_evento,categoria,produto,pagamento,preco,frete,review_score,atraso,seller_state
57,c3cfdc648177fdbbbb35635a37472c53,2018-03-31 16:41:54,sports_leisure,13fcfc313dfb2217e5ee3000a702f9ef,credit_card,74.9,16.49,5.0,0.0,PR
58,5f3ae9136c875522250f8184f253413a,2018-03-27 16:25:35,books_technical,4e3f399366b0047a572b6682f9bb166e,credit_card,14.95,18.23,5.0,0.0,SP
59,e8b4225284fbb02d16f200513f1f395d,2018-05-08 21:45:54,baby,18901878788fec7ddc55e64d1ace8187,credit_card,149.9,43.11,5.0,0.0,SP
60,9f505651f4a6abe901a56cdc21508025,2017-12-27 17:52:11,computers_accessories,0c4d0a08f95c7b7dc5dc7402bfdafd4c,credit_card,19.99,14.1,4.0,0.0,SP
61,955fee9216a65b617aa5c0531780ce60,2018-07-08 09:17:59,sports_leisure,35537536ed2b4c561b4018bf3abf54e0,credit_card,390.0,29.39,5.0,0.0,SP
62,87142160b41353c4e5fca2360caf6f92,2018-02-27 17:46:23,computers_accessories,fe077ec80df6b4ee60bb4498d5ab1962,boleto,135.0,21.75,4.0,0.0,RS
63,0887a9f087bcd5d9f6642b52f897fc6c,2017-02-02 21:18:03,telephony,430d215740da7fdda91cc938f8fd92f6,credit_card,104.0,16.43,5.0,0.0,SP
64,12b9676b00f60f3b700e83af21824c0e,2017-10-27 21:10:26,cool_stuff,892832da5b05b0f54578e1f14f193c22,credit_card,149.0,15.8,4.0,0.0,RS
65,99eaacc9e6046db1c82b163c5f84869f,2017-11-24 23:10:30,telephony,6490b9f63b0b595e1c1402b46b0f50ad,boleto,279.9,13.46,5.0,0.0,SP
66,8f78f0903005064036736c7173a5c2ed,2018-02-13 11:47:21,furniture_decor,71c89e9d8fa274b017279aa322cd0e19,credit_card,44.9,23.22,4.0,0.0,MG
67,ea8482cd71df3c1969d7b9473ff13abc,2018-07-23 17:26:00,telephony,df3655ac9aa8c6cbfa63bdd8d3b09c50,boleto,37.99,19.18,5.0,0.0,SP
68,955fee9216a65b617aa5c0531780ce60,2018-08-15 14:59:36,construction_tools_lights,059344baebbeaa42fa9f2bbe11b1583e,boleto,29.99,15.31,4.0,0.0,SP
69,058fd0aa2bfdb2274e05e1ae971dabb6,2017-12-18 13:43:54,perfumery,d9bdf643d95cb89844c0da1a0df1d16e,credit_card,120.0,15.59,5.0,0.0,SP
70,900ba814c251a692506d7834c1218441,2018-08-25 00:09:40,health_beauty,7614c62b86a81021243e438cfde78ccc,boleto,492.75,21.62,4.0,0.0,SP
71,d3dcf0604eabf0224fbd5948b5e02f69,2018-05-02 11:59:06,toys,01c666c82f414c762ad21bffa56e8b49,credit_card,94.9,18.54,5.0,0.0,SP
72,6c7d50c24b3ccd2fd83b44d8bb34e073,2018-02-18 18:46:28,furniture_decor,c2ece64199af7a53793ed9612a89a8cd,credit_card,88.34,21.11,4.0,0.0,SP
73,7a67c85e85bb2ce8582c35f2203ad736,2017-06-20 21:55:21,cool_stuff,cc47c0863559499f01b4cad750929d10,credit_card,199.99,65.56,5.0,0.0,SP
74,b1a81260566c1bac3114a6d124413f27,2018-03-11 10:24:44,stationery,a6f449f6257f26e556013151cee46b4b,credit_card,99.9,19.67,5.0,0.0,RS
75,00720abe85ba0859807595bbf045a33b,2018-05-14 16:57:47,housewares,2d9ff06c8870a518f5f6909774e140fb,credit_card,78.0,8.9,4.0,0.0,SP
76,00720abe85ba0859807595bbf045a33b,2018-05-14 16:57:47,housewares,2d9ff06c8870a518f5f6909774e140fb,credit_card,78.0,8.9,4.0,0.0,SP
77,fe2032dab1a61af8794248c8196565c9,2017-11-19 19:16:07,perfumery,97c58626cc3e15d514d2095f69650220,boleto,155.0,14.84,3.0,0.0,SP
78,0241d4d5d36f10f80c644447315af0bd,2018-07-02 16:51:47,furniture_decor,d54c5b81fc2b38707588dd4eddc7c594,debit_card,249.9,34.23,5.0,0.0,PR
79,1835b56ce799e6a4dc4eddc053f04066,2018-03-21 13:05:30,bed_bath_table,9eae06d51aaa383b2bed5547a19d581c,voucher,53.98,23.31,3.0,,SP
80,7299e27ed73d2ad986de7f7c77d919fa,2017-08-04 09:19:10,consoles_games,d41dc2f2979f52d75d78714b378d4068,credit_card,8.99,32.57,5.0,0.0,MG
81,fa40cc5b934574b62717c68f3d678b6d,2017-08-04 09:19:10,toys,880be32f4db1d9f6e2bec38fb6ac23ab,credit_card,44.9,7.16,5.0,0.0,SP
82,8e6cc767478edae941d9bd9eb778d77a,2017-11-24 20:03:02,housewares,ae27a5524edb2c8dc4656c670f458fb7,credit_card,60.6,17.67,1.0,1.0,MG
83,855668e0971d4dfd7bef1b6a4133b41b,2018-03-25 16:52:27,baby,bd7cab8de4d7943286634023cc06f8ff,credit_card,225.0,67.24,5.0,0.0,SP
84,0dd184061fb0eaa7ca37932c68ab91c5,2018-04-10 01:14:18,industry_commerce_and_business,54e5063e43f27f747d592eb24e913150,boleto,76.0,34.07,5.0,1.0,SP
85,e333046ce6517bd8bb510291d44f0130,2018-03-10 18:53:06,housewares,08279c494018541f71443c07d77560f8,credit_card,159.0,27.19,1.0,1.0,SP
86,dbc22125167c298ef99da25668e1011f,2017-05-18 19:04:48,luggage_accessories,2b939dc9b176d7fa21594d588815d4a4,credit_card,102.9,14.45,1.0,0.0,MG
87,dbc22125167c298ef99da25668e1011f,2017-05-18 19:04:48,luggage_accessories,2b939dc9b176d7fa21594d588815d4a4,credit_card,102.9,14.45,1.0,0.0,MG
88,f00e21b1e91a79653163b7fd8f293ff1,2017-07-17 21:25:23,toys,87b08e712cc4c9fe70984c5a24b29e2f,boleto,63.9,16.89,,1.0,SP
89,70c27847eca8195c983ed7e798c56743,2018-04-25 21:47:26,pet_shop,e1bf2f209fd2b08e1af3ed71732d9008,credit_card,168.8,8.21,5.0,0.0,RJ
90,cfb1a033743668a192316f3c6d1d2671,2017-09-25 17:39:29,bed_bath_table,1f9799a175f50c9fa725984775cac5c5,credit_card,59.9,9.94,5.0,0.0,SP
91,cfb1a033743668a192316f3c6d1d2671,2017-09-25 17:39:29,bed_bath_table,13944d17b257432717fd260e69853140,credit_card,59.9,9.94,5.0,0.0,SP
92,23c38debaffe4a25a30fdbd9b586a13f,2018-07-08 11:28:17,garden_tools,84904413b82eee333a3f79137e8d197e,boleto,232.75,28.58,3.0,0.0,SP
93,516e7738bd8f735ac19a010ee5450d8d,2018-08-20 11:06:46,health_beauty,0f2fd0a589cb7849c1dbedbd4109c2f8,credit_card,48.9,18.44,5.0,0.0,RJ
94,4a3ca9315b744ce9f8e9374361493884,2017-08-17 00:57:23,bed_bath_table,8a6187b2665118d5095f99a25fd7ba7a,credit_card,87.0,12.11,5.0,0.0,SP
95,8444e55c1f13cd5c179851e5ca5ebd00,2017-11-24 01:08:37,cool_stuff,ec02a5d380128f7a188e9ce8f3ddd832,credit_card,131.9,18.54,4.0,0.0,MG
96,537eb890efff034a88679788b647c564,2018-02-21 02:46:23,furniture_decor,71a5f1c2a5fd9889ef26b5ac22aec9c6,credit_card,19.9,14.1,5.0,0.0,RJ
97,7c67e1448b00f6e969d365cea6b010ab,2018-07-19 14:58:59,office_furniture,4c1bbc12438daec98a77243c2bf7a3ba,debit_card,136.99,66.04,2.0,0.0,SP
98,46dc3b2cc0980fb8ec44634e21d2718e,2017-10-13 00:04:49,toys,3a264b078bf20e98f315ff65c23fa263,credit_card,399.99,23.64,5.0,0.0,RJ
99,218d46b86c1881d022bce9c68a7d4b15,2018-02-02 19:39:46,sports_leisure,38fa750a3a3b3204f169c86a3284d387,credit_card,41.0,11.85,4.0,1.0,SP
100,c54679b132454625907c773d273d4126,2018-06-13 14:10:54,perfumery,99e71b776debf2f01a69dce207e3e4f8,boleto,69.0,18.58,5.0,0.0,SP
101,c54679b132454625907c773d273d4126,2018-06-13 14:10:54,perfumery,99e71b776debf2f01a69dce207e3e4f8,boleto,69.0,18.58,5.0,0.0,SP
102,c3cfdc648177fdbbbb35635a37472c53,2018-07-06 10:37:32,sports_leisure,62984ea1bba7fcea1f5b57084d3bf885,credit_card,169.9,33.33,5.0,0.0,PR
103,b410bdd36d5db7a65dcd42b7ead933b8,2018-08-19 12:51:50,housewares,a4d286543a67e29c930c99cbd7a55a8f,credit_card,119.0,15.28,5.0,0.0,GO
104,f80edd2c5aaa505cc4b0a3b219abf4b8,2018-08-03 14:52:31,construction_tools_construction,452f66a0f164cac57802e2cea93188ac,credit_card,39.9,18.08,1.0,1.0,SP
105,53e4c6e0f4312d4d2107a8c9cddf45cd,2018-08-03 19:33:35,housewares,fadc89c2a60ff96b18827644074dfd70,credit_card,85.0,12.9,5.0,0.0,SP
106,8e6d7754bc7e0f22c96d255ebda59eba,2018-03-17 17:50:30,computers_accessories,db886bd83f6a076a2caeb7fd02722c35,credit_card,220.0,8.89,3.0,0.0,SP
107,4869f7a5dfa277a7dca6462dcf3b52b2,2017-11-17 19:43:10,watches_gifts,41402af2a88247152583bb812ba235dd,credit_card,277.0,35.74,4.0,1.0,SP
108,06a2c3af7b3aee5d69171b0e14f0ee87,2018-08-19 19:43:01,health_beauty,3fbc0ef745950c7932d5f2a446189725,credit_card,66.99,27.75,4.0,0.0,MA
109,ef506c96320abeedfb894c34db06f478,2018-07-07 09:02:51,telephony,500870614ddcf5bd84f7d26861026c8a,credit_card,14.0,50.85,5.0,0.0,SP
110,0b90b6df587eb83608a64ea8b390cf07,2018-02-21 16:59:24,computers_accessories,656e0eca68dcecf6a31b8ececfabe3e8,credit_card,85.0,17.03,1.0,1.0,PR
111,0b90b6df587eb83608a64ea8b390cf07,2018-02-21 16:59:24,computers_accessories,656e0eca68dcecf6a31b8ececfabe3e8,credit_card,85.0,17.03,1.0,1.0,PR
112,7e93a43ef30c4f03f38b393420bc753a,2018-02-06 13:06:45,watches_gifts,4bc3ab2ff016887e619e587a993af3bf,credit_card,229.0,9.8,5.0,0.0,SP
113,7d13fca15225358621be4086e1eb0964,2018-05-07 22:38:21,watches_gifts,53b36df67ebb7c41585e8d54d6772e08,boleto,99.9,0.0,5.0,0.0,SP
114,f457c46070d02cadd8a68551231220dd,2018-01-22 23:50:35,computers_accessories,3f14d740544f37ece8a9e7bc8349797e,credit_card,84.9,34.39,2.0,0.0,PR
115,624f4ece8da4aafb77699233d480f8ef,2017-05-21 13:13:54,furniture_decor,8b5632d7a4f86bd2f1331355305427e6,credit_card,189.0,33.91,5.0,0.0,SP
116,6560211a19b47992c3666cc44a7e94c0,2017-10-03 20:43:03,watches_gifts,5e21d5cab5d33e770d8150a4ee6117db,credit_card,49.0,7.78,1.0,0.0,SP
117,0be8ff43f22e456b4e0371b2245e4d01,2018-07-04 06:45:05,housewares,d0fb1e667e989933a80444f93da833c0,voucher,37.9,15.37,5.0,0.0,SP
118,06e5eefc71ec47ae763c5c6f8db7064f,2018-05-18 16:59:09,electronics,01cf56cd6138b926a4802d16fc304149,credit_card,179.93,16.14,4.0,0.0,RS
119,431af27f296bc6519d890aa5a05fdb11,2017-08-10 16:13:36,health_beauty,9545d45c37449ccbc376de3a04c66e71,credit_card,116.9,13.84,5.0,0.0,SP
120,3db66a856d18a9cba7c9241fc5221c50,2018-06-10 11:23:39,auto,86a11a09edde2267675505fc4d56d9b0,boleto,94.9,15.51,5.0,0.0,MG
121,43f8c9950d11ecd03a0304a49e010da6,2018-05-29 19:22:17,consoles_games,19f0917ba5781b978298ffcd9ae225c1,credit_card,121.99,15.73,5.0,0.0,SP
122,38e6dada03429a47197d5d584d793b41,2017-09-26 15:24:03,sem_categoria,ff6caf9340512b8bf6d2a2a6df032cfa,credit_card,7.79,7.78,5.0,0.0,SP
123,7c67e1448b00f6e969d365cea6b010ab,2017-09-21 22:00:44,furniture_decor,9df0e8a7eef2a38b74e6d5c0e224b11f,credit_card,179.99,85.97,5.0,0.0,SP
124,702835e4b785b67a084280efca355756,2017-02-13 16:18:07,sem_categoria,a9c404971d1a5b1cbc2e4070e02731fd,boleto,7.6,10.96,5.0,0.0,MG
125,1f50f920176fa81dab994f9023523100,2017-12-30 12:33:26,garden_tools,389d119b48cf3043d311335e499d9c6b,credit_card,49.9,17.6,1.0,0.0,SP
126,c70c1b0d8ca86052f45a432a38b73958,2018-07-04 20:34:26,health_beauty,c589625c8ccc7bfd2e8f1fb041e24c4a,boleto,110.32,8.03,5.0,0.0,SP
127,0db783cfcd3b73998abc6e10e59a102f,2017-12-25 20:40:15,telephony,8c5876b1c7768217964f353bc7e64393,credit_card,49.0,11.85,5.0,0.0,SP
128,620c87c171fb2a6dd6e8bb4dec959fc6,2018-06-06 18:30:20,perfumery,cd71c76f5ab15f51f24fb214fc42d8ab,credit_card,159.9,61.18,5.0,0.0,RJ
129,3d871de0142ce09b7081e2b9d1733cb1,2017-12-20 06:42:39,stationery,28a652ff04e43c1bc57937a9f8770f9b,boleto,120.0,27.39,5.0,0.0,SP
130,7586919161935337bf6b6d7ff5779648,2017-08-02 15:32:46,sports_leisure,0c753fe6a58dfa7a27bda5de76e779c3,credit_card,21.5,11.98,5.0,0.0,RJ
131,c826c40d7b19f62a09e2d7c5e7295ee2,2018-02-27 12:16:30,sem_categoria,5a848e4ab52fd5445cdc07aab1c40e48,boleto,122.99,15.61,3.0,1.0,SP
132,7a67c85e85bb2ce8582c35f2203ad736,2017-11-25 13:56:55,cool_stuff,68c923fddf7f83316b53252eaf830724,credit_card,72.99,19.75,5.0,0.0,SP
133,7a67c85e85bb2ce8582c35f2203ad736,2017-06-11 09:46:11,cool_stuff,601a360bd2a916ecef0e88de72a6531a,credit_card,129.99,13.93,5.0,0.0,SP
134,4a3ca9315b744ce9f8e9374361493884,2018-02-05 18:25:51,bed_bath_table,84f456958365164420cfc80fbe4c7fab,credit_card,92.0,17.89,3.0,0.0,SP
135,4a3ca9315b744ce9f8e9374361493884,2018-02-05 18:25:51,bed_bath_table,84f456958365164420cfc80fbe4c7fab,credit_card,92.0,17.89,3.0,0.0,SP
136,7210cd29727d674c00741e5e387b3ccd,2018-08-07 22:03:44,food,0c4a0f8ab44f9acd2d04e7024f9ba362,credit_card,33.89,8.4,1.0,1.0,SP
137,7210cd29727d674c00741e5e387b3ccd,2018-08-07 22:03:44,food,0c4a0f8ab44f9acd2d04e7024f9ba362,credit_card,33.89,8.4,1.0,1.0,SP
138,7210cd29727d674c00741e5e387b3ccd,2018-08-07 22:03:44,food,0c4a0f8ab44f9acd2d04e7024f9ba362,credit_card,33.89,8.4,1.0,1.0,SP
139,7210cd29727d674c00741e5e387b3ccd,2018-08-07 22:03:44,food,0c4a0f8ab44f9acd2d04e7024f9ba362,credit_card,33.89,8.4,1.0,1.0,SP
140,a1043bafd471dff536d0c462352beb48,2018-02-19 21:47:44,computers_accessories,d1c427060a0f73f6b889a5c7c61f2ac4,credit_card,149.0,40.37,5.0,0.0,MG
141,e5a3438891c0bfdb9394643f95273d8e,2018-01-18 17:05:30,sem_categoria,41eee23c25f7a574dfaf8d5c151dbb12,boleto,20.3,16.79,4.0,0.0,SP
142,fe2032dab1a61af8794248c8196565c9,2017-05-18 20:59:24,perfumery,8695c431b31927efef5343e675f279e7,credit_card,179.9,15.01,5.0,0.0,SP
143,fe2032dab1a61af8794248c8196565c9,2017-05-18 20:59:24,perfumery,8695c431b31927efef5343e675f279e7,credit_card,179.9,15.01,5.0,0.0,SP
144,7202e2ba20579a9bd1acb29e61fe71f6,2017-07-23 19:11:15,telephony,d9c01b484ada6a360c2715a08fdf1568,credit_card,109.9,12.27,5.0,0.0,SP
145,4e922959ae960d389249c378d1c939f5,2017-08-18 16:02:24,telephony,bd6e8cf9fe4122c385da2bcb9f979d5d,credit_card,89.0,25.9,1.0,0.0,SP
146,955fee9216a65b617aa5c0531780ce60,2018-04-10 18:01:04,health_beauty,2948658cb6abc82847412be7201bfc4c,credit_card,120.0,13.75,5.0,0.0,SP
147,6560211a19b47992c3666cc44a7e94c0,2018-02-09 18:00:00,watches_gifts,7e6c4a0bf900e259f50ba63331fd2785,credit_card,75.0,14.28,5.0,0.0,SP
148,8c16d1f32a54d92897cc437244442e1b,2017-04-09 13:35:38,computers_accessories,381169576b9f3c083a1c3261da161a3b,credit_card,46.86,14.52,5.0,0.0,SC
149,7008613ea464bad5cb9b83456e1e6a8f,2017-04-15 16:35:52,sports_leisure,7e97894cc00196a56d6ec315c68b2353,credit_card,96.0,14.84,5.0,0.0,SC
150,d98eec89afa3380e14463da2aabaea72,2017-10-18 12:14:29,toys,fb7a100ec8c7b34f60cec22b1a9a10e0,credit_card,49.99,18.12,1.0,0.0,RS
151,d98eec89afa3380e14463da2aabaea72,2017-10-18 12:14:29,baby,4c3ae5db49258df0784827bdacf3b396,credit_card,24.99,13.58,1.0,0.0,RS
152,d98eec89afa3380e14463da2aabaea72,2017-10-18 12:14:29,baby,4c3ae5db49258df0784827bdacf3b396,credit_card,24.99,13.58,1.0,0.0,RS
153,e9bc59e7b60fc3063eb2290deda4cced,2018-02-21 11:37:24,computers_accessories,03bb24d19ea7449ce170e0888d830707,boleto,120.1,16.6,3.0,1.0,PR
154,3db66a856d18a9cba7c9241fc5221c50,2018-03-04 14:40:35,sports_leisure,f9259c9e7c0f12c70f7a81409680a5ff,credit_card,69.9,16.25,5.0,0.0,MG
155,86ccac0b835037332a596a33b6949ee1,2017-11-01 17:45:52,watches_gifts,32a8448d1612773bcfd0c5a8dd235e4e,boleto,39.9,54.02,5.0,0.0,SC
156,23d7c96d4a1160db1c726b248601b25a,2018-07-26 13:35:01,toys,3d514fecadf6cef40a2a32a3c20cd1c8,credit_card,159.9,20.31,4.0,0.0,SP
