evento_id,entidade_id,data_evento,split,elegivel_downstream
53,2a84855fd20af891be03bc5924d2b453,2018-05-19 10:29:23,val,True
54,ff063b022a9a0aab91bad2c9088760b7,2017-11-28 09:32:49,train,True
55,8a32e327fe2c1b3511609d81aaf9f042,2017-08-15 02:45:18,train,True
56,b2ba3715d723d245138f291a6fe42594,2018-04-22 12:13:25,val,True
57,c3cfdc648177fdbbbb35635a37472c53,2018-03-31 16:41:54,train,True
58,5f3ae9136c875522250f8184f253413a,2018-03-27 16:25:35,train,True
59,e8b4225284fbb02d16f200513f1f395d,2018-05-08 21:45:54,val,True
60,9f505651f4a6abe901a56cdc21508025,2017-12-27 17:52:11,train,True
61,955fee9216a65b617aa5c0531780ce60,2018-07-08 09:17:59,test,True
62,87142160b41353c4e5fca2360caf6f92,2018-02-27 17:46:23,train,True
63,0887a9f087bcd5d9f6642b52f897fc6c,2017-02-02 21:18:03,train,True
64,12b9676b00f60f3b700e83af21824c0e,2017-10-27 21:10:26,train,True
65,99eaacc9e6046db1c82b163c5f84869f,2017-11-24 23:10:30,train,True
66,8f78f0903005064036736c7173a5c2ed,2018-02-13 11:47:21,train,True
67,ea8482cd71df3c1969d7b9473ff13abc,2018-07-23 17:26:00,test,True
68,955fee9216a65b617aa5c0531780ce60,2018-08-15 14:59:36,test,True
69,058fd0aa2bfdb2274e05e1ae971dabb6,2017-12-18 13:43:54,train,True
70,900ba814c251a692506d7834c1218441,2018-08-25 00:09:40,test,True
71,d3dcf0604eabf0224fbd5948b5e02f69,2018-05-02 11:59:06,val,True
72,6c7d50c24b3ccd2fd83b44d8bb34e073,2018-02-18 18:46:28,train,True
73,7a67c85e85bb2ce8582c35f2203ad736,2017-06-20 21:55:21,train,True
74,b1a81260566c1bac3114a6d124413f27,2018-03-11 10:24:44,train,True
75,00720abe85ba0859807595bbf045a33b,2018-05-14 16:57:47,val,True
76,00720abe85ba0859807595bbf045a33b,2018-05-14 16:57:47,val,True
77,fe2032dab1a61af8794248c8196565c9,2017-11-19 19:16:07,train,True
78,0241d4d5d36f10f80c644447315af0bd,2018-07-02 16:51:47,test,True
79,1835b56ce799e6a4dc4eddc053f04066,2018-03-21 13:05:30,train,True
80,7299e27ed73d2ad986de7f7c77d919fa,2017-08-04 09:19:10,train,True
81,fa40cc5b934574b62717c68f3d678b6d,2017-08-04 09:19:10,train,True
82,8e6cc767478edae941d9bd9eb778d77a,2017-11-24 20:03:02,train,True
83,855668e0971d4dfd7bef1b6a4133b41b,2018-03-25 16:52:27,train,True
84,0dd184061fb0eaa7ca37932c68ab91c5,2018-04-10 01:14:18,val,True
85,e333046ce6517bd8bb510291d44f0130,2018-03-10 18:53:06,train,True
86,dbc22125167c298ef99da25668e1011f,2017-05-18 19:04:48,train,True
87,dbc22125167c298ef99da25668e1011f,2017-05-18 19:04:48,train,True
88,f00e21b1e91a79653163b7fd8f293ff1,2017-07-17 21:25:23,train,True
89,70c27847eca8195c983ed7e798c56743,2018-04-25 21:47:26,val,True
90,cfb1a033743668a192316f3c6d1d2671,2017-09-25 17:39:29,train,True
91,cfb1a033743668a192316f3c6d1d2671,2017-09-25 17:39:29,train,True
92,23c38debaffe4a25a30fdbd9b586a13f,2018-07-08 11:28:17,test,True
93,516e7738bd8f735ac19a010ee5450d8d,2018-08-20 11:06:46,test,True
94,4a3ca9315b744ce9f8e9374361493884,2017-08-17 00:57:23,train,True
95,8444e55c1f13cd5c179851e5ca5ebd00,2017-11-24 01:08:37,train,True
96,537eb890efff034a88679788b647c564,2018-02-21 02:46:23,train,True
97,7c67e1448b00f6e969d365cea6b010ab,2018-07-19 14:58:59,test,True
98,46dc3b2cc0980fb8ec44634e21d2718e,2017-10-13 00:04:49,train,True
99,218d46b86c1881d022bce9c68a7d4b15,2018-02-02 19:39:46,train,True
100,c54679b132454625907c773d273d4126,2018-06-13 14:10:54,test,True
101,c54679b132454625907c773d273d4126,2018-06-13 14:10:54,test,True
102,c3cfdc648177fdbbbb35635a37472c53,2018-07-06 10:37:32,test,True
103,b410bdd36d5db7a65dcd42b7ead933b8,2018-08-19 12:51:50,test,True
104,f80edd2c5aaa505cc4b0a3b219abf4b8,2018-08-03 14:52:31,test,True
105,53e4c6e0f4312d4d2107a8c9cddf45cd,2018-08-03 19:33:35,test,True
106,8e6d7754bc7e0f22c96d255ebda59eba,2018-03-17 17:50:30,train,True
107,4869f7a5dfa277a7dca6462dcf3b52b2,2017-11-17 19:43:10,train,True
108,06a2c3af7b3aee5d69171b0e14f0ee87,2018-08-19 19:43:01,test,True
109,ef506c96320abeedfb894c34db06f478,2018-07-07 09:02:51,test,True
110,0b90b6df587eb83608a64ea8b390cf07,2018-02-21 16:59:24,train,True
111,0b90b6df587eb83608a64ea8b390cf07,2018-02-21 16:59:24,train,True
112,7e93a43ef30c4f03f38b393420bc753a,2018-02-06 13:06:45,train,True
113,7d13fca15225358621be4086e1eb0964,2018-05-07 22:38:21,val,True
114,f457c46070d02cadd8a68551231220dd,2018-01-22 23:50:35,train,True
115,624f4ece8da4aafb77699233d480f8ef,2017-05-21 13:13:54,train,True
116,6560211a19b47992c3666cc44a7e94c0,2017-10-03 20:43:03,train,True
117,0be8ff43f22e456b4e0371b2245e4d01,2018-07-04 06:45:05,test,True
118,06e5eefc71ec47ae763c5c6f8db7064f,2018-05-18 16:59:09,val,True
119,431af27f296bc6519d890aa5a05fdb11,2017-08-10 16:13:36,train,True
120,3db66a856d18a9cba7c9241fc5221c50,2018-06-10 11:23:39,test,True
121,43f8c9950d11ecd03a0304a49e010da6,2018-05-29 19:22:17,val,True
122,38e6dada03429a47197d5d584d793b41,2017-09-26 15:24:03,train,True
123,7c67e1448b00f6e969d365cea6b010ab,2017-09-21 22:00:44,train,True
124,702835e4b785b67a084280efca355756,2017-02-13 16:18:07,train,False
125,1f50f920176fa81dab994f9023523100,2017-12-30 12:33:26,train,True
126,c70c1b0d8ca86052f45a432a38b73958,2018-07-04 20:34:26,test,True
127,0db783cfcd3b73998abc6e10e59a102f,2017-12-25 20:40:15,train,True
128,620c87c171fb2a6dd6e8bb4dec959fc6,2018-06-06 18:30:20,test,True
129,3d871de0142ce09b7081e2b9d1733cb1,2017-12-20 06:42:39,train,True
130,7586919161935337bf6b6d7ff5779648,2017-08-02 15:32:46,train,True
131,c826c40d7b19f62a09e2d7c5e7295ee2,2018-02-27 12:16:30,train,True
132,7a67c85e85bb2ce8582c35f2203ad736,2017-11-25 13:56:55,train,True
133,7a67c85e85bb2ce8582c35f2203ad736,2017-06-11 09:46:11,train,True
134,4a3ca9315b744ce9f8e9374361493884,2018-02-05 18:25:51,train,True
135,4a3ca9315b744ce9f8e9374361493884,2018-02-05 18:25:51,train,True
136,7210cd29727d674c00741e5e387b3ccd,2018-08-07 22:03:44,test,True
137,7210cd29727d674c00741e5e387b3ccd,2018-08-07 22:03:44,test,True
138,7210cd29727d674c00741e5e387b3ccd,2018-08-07 22:03:44,test,True
139,7210cd29727d674c00741e5e387b3ccd,2018-08-07 22:03:44,test,True
140,a1043bafd471dff536d0c462352beb48,2018-02-19 21:47:44,train,True
141,e5a3438891c0bfdb9394643f95273d8e,2018-01-18 17:05:30,train,True
142,fe2032dab1a61af8794248c8196565c9,2017-05-18 20:59:24,train,True
143,fe2032dab1a61af8794248c8196565c9,2017-05-18 20:59:24,train,True
144,7202e2ba20579a9bd1acb29e61fe71f6,2017-07-23 19:11:15,train,True
145,4e922959ae960d389249c378d1c939f5,2017-08-18 16:02:24,train,True
146,955fee9216a65b617aa5c0531780ce60,2018-04-10 18:01:04,val,True
147,6560211a19b47992c3666cc44a7e94c0,2018-02-09 18:00:00,train,True
148,8c16d1f32a54d92897cc437244442e1b,2017-04-09 13:35:38,train,True
149,7008613ea464bad5cb9b83456e1e6a8f,2017-04-15 16:35:52,train,True
150,d98eec89afa3380e14463da2aabaea72,2017-10-18 12:14:29,train,True
151,d98eec89afa3380e14463da2aabaea72,2017-10-18 12:14:29,train,True
152,d98eec89afa3380e14463da2aabaea72,2017-10-18 12:14:29,train,True
153,e9bc59e7b60fc3063eb2290deda4cced,2018-02-21 11:37:24,train,True
154,3db66a856d18a9cba7c9241fc5221c50,2018-03-04 14:40:35,train,True
155,86ccac0b835037332a596a33b6949ee1,2017-11-01 17:45:52,train,True
156,23d7c96d4a1160db1c726b248601b25a,2018-07-26 13:35:01,test,True
157,7d13fca15225358621be4086e1eb0964,2018-03-08 16:01:59,train,True
158,2e90cb1677d35cfe24eef47d441b7c87,2017-09-10 21:45:29,train,True
159,d91fb3b7d041e83b64a00a3edfb37e4f,2018-02-23 14:36:15,train,True
160,1b938a7ec6ac5061a66a3766e0e75f90,2017-09-24 13:12:59,train,True
161,1d8dbc4f32378d715c717c1c1fc57bae,2018-06-10 19:52:27,test,True
162,640e21a7d01df7614a3b4923e990d40c,2018-04-27 21:36:27,val,True
163,822bad9bc42b51213ba522fe87b7ab5d,2017-11-24 22:25:25,train,True
164,6fc26fe110feebd80a433e1f012a84f9,2017-08-27 21:41:16,train,True
165,8b321bb669392f5163d04c59e235e066,2018-01-22 19:46:58,train,True
166,8b321bb669392f5163d04c59e235e066,2018-01-22 19:46:58,train,True
167,5b67882648febfb6e1225e6ad7164f6b,2017-09-29 11:24:09,train,True
168,88460e8ebdecbfecb5f9601833981930,2018-07-18 10:46:09,test,True
169,afa6714acee029b2dfdf357e5579cc03,2018-08-06 16:12:32,test,True
170,323ce52b5b81df2cd804b017b7f09aa7,2018-02-17 14:22:34,train,True
171,850f4f8af5ea87287ac68de36e29107f,2017-08-14 20:28:45,train,True
172,cab85505710c7cb9b720bceb52b01cee,2017-12-02 01:20:28,train,True
173,cea729054f157f5870bdd321a958d994,2018-08-13 13:59:20,test,True
174,6560211a19b47992c3666cc44a7e94c0,2017-12-27 21:50:43,train,True
175,001cca7ae9ae17fb1caed9dfb1094831,2017-05-11 00:24:35,train,True
176,2528513dd95219a6013d4d05176e391a,2018-04-10 19:17:15,val,True
177,729b2d09b2a0bdab221076327f13d050,2018-03-22 22:52:46,train,True
178,4c03b9dd4c11ee2cb35c96c49efc9420,2017-07-25 11:42:58,train,True
179,53e4c6e0f4312d4d2107a8c9cddf45cd,2018-01-22 11:08:15,train,True
180,de23c3b98a88888289c6f5cc1209054a,2018-05-14 13:44:52,val,True
181,6560211a19b47992c3666cc44a7e94c0,2017-11-12 09:50:55,train,True
182,634964b17796e64304cadf1ad3050fb7,2018-01-30 18:08:21,train,True
183,c3867b4666c7d76867627c2f7fb22e21,2017-04-24 10:53:12,train,True
184,2709af9587499e95e803a6498a5a56e9,2017-06-28 23:31:33,train,True
185,cca3071e3e9bb7d12640c9fbe2301306,2017-11-06 15:42:42,train,True
186,4c2b230173bb36f9b240f2b8ac11786e,2018-05-03 18:55:20,val,True
187,1e8b33f18b4f7598d87f5cbee2282cc2,2018-04-24 10:37:50,val,True
188,e38db885400cd35c71dfd162f2c1dbcf,2017-09-23 08:32:53,train,True
189,7e93a43ef30c4f03f38b393420bc753a,2018-02-20 11:31:56,train,True
190,f8db351d8c4c4c22c6835c19a46f01b0,2017-11-24 13:05:15,train,True
191,7139dc5186aa238b006e066d8fbab2e4,2018-02-03 17:46:53,train,True
192,cc419e0650a3c5ba77189a1882b7556a,2017-08-11 17:43:46,train,True
193,96493fab2fbb13a14d0c0e8772eef5c3,2018-02-14 22:19:37,train,True
194,54965bbe3e4f07ae045b90b0b8541f52,2017-11-08 13:38:11,train,True
195,4a3ca9315b744ce9f8e9374361493884,2017-07-05 13:14:26,train,True
196,bd0389da23d89b726abf911cccc54596,2018-03-14 23:57:00,train,True
197,d91fb3b7d041e83b64a00a3edfb37e4f,2018-03-14 22:53:09,train,True
198,7a67c85e85bb2ce8582c35f2203ad736,2017-08-13 16:44:57,train,True
199,fe2032dab1a61af8794248c8196565c9,2017-10-23 11:03:27,train,True
200,6560211a19b47992c3666cc44a7e94c0,2018-08-04 21:40:35,test,True
201,218d46b86c1881d022bce9c68a7d4b15,2017-05-14 17:19:43,train,True
202,85d9eb9ddc5d00ca9336a2219c97bb13,2018-05-11 19:20:54,val,True
203,8b28d096634035667e8263d57ba3368c,2018-04-02 09:33:25,train,True
204,a5cba26a62b8b4d0145b68b841e62e7f,2018-04-29 20:26:41,val,True
205,955fee9216a65b617aa5c0531780ce60,2018-03-04 23:15:49,train,True
206,2e1c9f22be269ef4643f826c9e650a52,2018-05-18 20:42:47,val,True
207,3b872fd4747f01cc56206f2934198618,2018-08-08 07:52:21,test,True
208,1da3aeb70d7989d1e6d9b0e887f97c23,2018-06-04 08:57:02,val,True
209,1da3aeb70d7989d1e6d9b0e887f97c23,2018-06-04 08:57:02,val,True
210,6a8b085f816a1f75f92dbac6eb545f8f,2018-01-06 11:22:56,train,True
211,7ad32824caee82087b3e2e5f33b1bf32,2018-03-20 20:31:23,train,True
212,8e6cc767478edae941d9bd9eb778d77a,2017-07-10 20:42:56,train,True
213,1690cada046eb7e92c12f98b1f8a8167,2018-06-30 11:39:38,test,True
214,ebd2d60905fb58271facef5596b620d3,2017-02-22 10:37:41,train,True
215,6560211a19b47992c3666cc44a7e94c0,2018-08-24 13:27:17,test,True
216,688756f717c462a206ad854c5027a64a,2018-06-13 13:55:55,test,True
217,8581055ce74af1daba164fdbd55a40de,2017-11-11 13:05:52,train,True
218,5cf13accae3222c70a9cac40818ae839,2017-12-09 19:11:22,train,True
219,5cf13accae3222c70a9cac40818ae839,2017-12-09 19:11:22,train,True
220,8648b1e89e9b349e32d3741b30ec737e,2018-06-25 21:14:53,test,True
221,5670f4db5b62c43d542e1b2d56b0cf7c,2018-05-01 02:04:16,val,True
222,46dc3b2cc0980fb8ec44634e21d2718e,2018-01-24 22:05:42,train,True
223,16090f2ca825584b5a147ab24aa30c86,2017-03-07 21:48:19,train,True
224,3d871de0142ce09b7081e2b9d1733cb1,2017-11-15 13:36:30,train,True
225,c003204e1ab016dfa150abc119207b24,2018-07-11 13:33:21,test,True
226,17e34d8224d27a541263c4c64b11a56b,2017-10-24 15:15:58,train,True
227,18a349e75d307f4b4cc646a691ed4216,2017-08-21 12:54:37,train,True
228,56e361f411e38dcef17cdc2a3d99628b,2018-08-23 14:41:37,test,True
229,7901646fdd36a55f564ffaf2dbccaaf7,2018-03-05 18:15:11,train,True
230,7901646fdd36a55f564ffaf2dbccaaf7,2018-03-05 18:15:11,train,True
231,2d50d6282f8aa2257819a77bfaa0efe0,2018-06-14 09:08:47,test,True
232,cca3071e3e9bb7d12640c9fbe2301306,2017-09-19 18:05:34,train,True
233,391fc6631aebcf3004804e51b40bcf1e,2018-03-15 12:33:45,train,True
234,391fc6631aebcf3004804e51b40bcf1e,2018-03-15 12:33:45,train,True
235,620c87c171fb2a6dd6e8bb4dec959fc6,2018-07-26 11:25:18,test,True
236,ef0ace09169ac090589d85746e3e036f,2018-05-11 11:52:34,val,True
237,f8db351d8c4c4c22c6835c19a46f01b0,2017-11-23 00:03:52,train,True
238,ea8482cd71df3c1969d7b9473ff13abc,2018-01-11 12:58:45,train,True
239,582d4f8675b945722eda7c0cb61ba4c7,2017-10-19 23:56:16,train,True
240,cc419e0650a3c5ba77189a1882b7556a,2017-06-14 09:44:30,train,True
241,a1043bafd471dff536d0c462352beb48,2018-02-18 16:22:23,train,True
242,f8db351d8c4c4c22c6835c19a46f01b0,2018-05-08 21:58:57,val,True
243,e9779976487b77c6d4ac45f75ec7afe9,2017-12-09 19:22:59,train,True
244,31344c16881c08a8a72c6d2eb29918c1,2017-11-27 10:29:23,train,True
245,5656537e588803a555b8eb41f07a944b,2018-07-25 16:25:31,test,True
246,cc419e0650a3c5ba77189a1882b7556a,2017-12-10 18:07:24,train,True
247,1da3aeb70d7989d1e6d9b0e887f97c23,2018-08-03 19:50:50,test,True
248,37515688008a7a40ac93e3b2e4ab203f,2017-10-25 11:00:28,train,True
249,b410bdd36d5db7a65dcd42b7ead933b8,2018-05-18 13:28:08,val,True
250,634964b17796e64304cadf1ad3050fb7,2018-04-26 12:41:29,val,True
251,1c68394e931a64f90ea236c5ea590300,2018-07-20 11:09:30,test,True
252,1c68394e931a64f90ea236c5ea590300,2018-07-20 11:09:30,test,True
253,1c68394e931a64f90ea236c5ea590300,2018-07-20 11:09:30,test,True
254,6c7d50c24b3ccd2fd83b44d8bb34e073,2018-04-08 21:55:50,val,True
255,94e93ce877be27a515118dbfd2c2be41,2017-06-22 19:53:24,train,True
256,2138ccb85b11a4ec1e37afbd1c8eda1f,2017-09-01 13:09:44,train,True
257,955fee9216a65b617aa5c0531780ce60,2018-05-09 00:10:08,val,True
258,4a3ca9315b744ce9f8e9374361493884,2017-05-12 23:38:09,train,True
259,974cf2cb8f4b7add98709c30df02fe10,2018-08-17 16:25:04,test,True
260,0509040ea3fe50071181bbc359eb7738,2017-11-23 14:51:32,train,True
261,8444e55c1f13cd5c179851e5ca5ebd00,2017-09-01 14:01:04,train,True
262,4c2b230173bb36f9b240f2b8ac11786e,2018-06-12 06:19:27,test,True
263,42b729f859728f5079499127a9c2ef37,2018-08-10 12:09:15,test,True
264,ceaec5548eefc6e23e6607c5435102e7,2018-05-25 09:47:21,val,True
265,0241d4d5d36f10f80c644447315af0bd,2018-02-18 14:19:55,train,True
266,218d46b86c1881d022bce9c68a7d4b15,2018-04-06 11:26:54,val,True
267,7c67e1448b00f6e969d365cea6b010ab,2018-01-19 00:35:45,train,True
268,6560211a19b47992c3666cc44a7e94c0,2018-08-04 12:40:43,test,True
269,a420f60ff1aa9acc80d0e42959f2b313,2018-02-21 12:11:48,train,True
270,4c2b230173bb36f9b240f2b8ac11786e,2017-06-20 15:00:00,train,True
271,1025f0e2d44d7041d6cf58b6550e0bfa,2018-07-15 19:47:30,test,True
272,0691148aee60ca47977c187804f935ae,2018-08-08 08:18:03,test,True
273,0691148aee60ca47977c187804f935ae,2018-08-08 08:18:03,test,True
274,7d13fca15225358621be4086e1eb0964,2018-08-09 08:27:54,test,True
275,3c487ae8f8d7542beff5788e2e0aea83,2018-01-31 13:57:27,train,True
276,edb1ef5e36e0c8cd84eb3c9b003e486d,2018-01-01 18:03:43,train,True
277,20d83f3ef0e6925fd74bfd59170babf7,2018-08-28 21:10:46,test,True
278,8b321bb669392f5163d04c59e235e066,2018-03-26 19:58:48,train,True
279,f7ccf836d21b2fb1de37564105216cc1,2018-01-22 16:17:31,train,True
280,d50d79cb34e38265a8649c383dcffd48,2017-01-18 17:55:34,train,True
281,6a38087bc8ad4f89ff453561005f6dea,2018-08-17 12:56:21,test,True
282,ef30892870c278497523264be1be2241,2018-01-03 19:13:33,train,True
283,c4fb51fb1c5b7c07bc5e67be6e7e8f6e,2017-08-02 15:30:42,train,True
284,f80edd2c5aaa505cc4b0a3b219abf4b8,2018-05-01 16:01:41,val,True
285,53243585a1d6dc2643021fd1853d8905,2018-08-11 10:47:05,test,True
286,53243585a1d6dc2643021fd1853d8905,2018-08-11 10:47:05,test,True
287,3db66a856d18a9cba7c9241fc5221c50,2018-05-16 09:57:53,val,True
288,bf84056e679dbe9c69929847a40e338f,2018-02-24 13:05:44,train,True
289,1c129092bf23f28a5930387c980c0dfc,2018-01-22 11:18:35,train,True
290,ea8482cd71df3c1969d7b9473ff13abc,2017-11-30 10:00:43,train,True
291,bce6a5ecf98e99fd2a8868b15c51f04b,2018-07-16 22:06:13,test,True
292,cc419e0650a3c5ba77189a1882b7556a,2017-08-08 21:04:16,train,True
293,56642bcb79900e777d68e91915cb4267,2017-04-23 23:28:23,train,True
294,3bb548e3cb7f70f28e3f11ee9dce0e59,2017-07-22 20:51:26,train,True
295,9c0e69c7bf2619675bbadf47b43f655a,2017-07-22 20:51:26,train,True
296,3bb548e3cb7f70f28e3f11ee9dce0e59,2017-07-22 20:51:26,train,True
297,3bb548e3cb7f70f28e3f11ee9dce0e59,2017-07-22 20:51:26,train,True
298,0b90b6df587eb83608a64ea8b390cf07,2018-04-18 10:00:14,val,True
299,6560211a19b47992c3666cc44a7e94c0,2018-01-14 22:31:54,train,True
300,0509040ea3fe50071181bbc359eb7738,2017-12-01 10:47:44,train,True
301,d921b68bf747894be13a97ae52b0f386,2018-06-12 09:51:55,test,True
302,4d6d651bd7684af3fffabd5f08d12e5a,2018-03-08 15:59:34,train,True
303,955fee9216a65b617aa5c0531780ce60,2018-05-24 22:21:17,val,True
304,13fa2a6c6b9d0f43cb588d7c82117a12,2017-09-26 12:58:43,train,True
305,391fc6631aebcf3004804e51b40bcf1e,2017-09-11 19:35:48,train,True
306,391fc6631aebcf3004804e51b40bcf1e,2017-09-11 19:35:48,train,True
307,128639473a139ac0f3e5f5ade55873a5,2017-12-31 01:31:16,train,True
308,f3295428338a40977a03f555246a70f4,2017-10-23 14:59:46,train,True
309,6edacfd9f9074789dad6d62ba7950b9c,2018-01-13 13:52:54,train,True
310,1c56ffe0e9dea2657fc6e95b53f40b13,2018-07-23 11:36:26,test,True
311,91f0eec23d4a61d7d7caeefa3f0ad1ca,2017-12-06 00:08:49,train,True
312,a420f60ff1aa9acc80d0e42959f2b313,2018-06-08 19:18:56,test,True
313,955fee9216a65b617aa5c0531780ce60,2018-06-03 11:10:53,val,True
314,4a3ca9315b744ce9f8e9374361493884,2018-05-31 23:51:24,val,True
315,4e06067cc08b3f41d837768d392c3ee3,2017-10-24 17:54:41,train,True
316,3d871de0142ce09b7081e2b9d1733cb1,2018-04-20 10:24:13,val,True
317,1f50f920176fa81dab994f9023523100,2017-11-08 17:36:48,train,True
318,128639473a139ac0f3e5f5ade55873a5,2018-02-11 00:36:56,train,True
319,99a54764c341d5dc80b4a8fac4eba3fb,2018-05-06 21:33:24,val,True
320,610f72e407cdd7caaa2f8167b0163fd8,2018-05-04 19:19:10,val,True
321,dbc22125167c298ef99da25668e1011f,2017-08-09 18:27:49,train,True
322,abbf6046bbdf1028606a5bc7f00c99e7,2018-04-18 08:57:18,val,True
323,391fc6631aebcf3004804e51b40bcf1e,2017-02-24 13:13:49,train,True
324,2e0dba2da448400b1c11d7b4b22f32a4,2017-05-21 19:21:32,train,True
325,2e0dba2da448400b1c11d7b4b22f32a4,2017-05-21 19:21:32,train,True
326,2e0dba2da448400b1c11d7b4b22f32a4,2017-05-21 19:21:32,train,True
327,2e0dba2da448400b1c11d7b4b22f32a4,2017-05-21 19:21:32,train,True
328,01cf7e3d21494c41fb86034f2e714fa1,2017-07-12 00:06:51,train,True
329,c003204e1ab016dfa150abc119207b24,2018-01-29 10:23:47,train,True
330,a1043bafd471dff536d0c462352beb48,2018-01-30 16:20:19,train,True
331,537eb890efff034a88679788b647c564,2018-02-06 10:46:53,train,True
332,6d66611d7c44cc30ce351abc49a68421,2018-07-20 04:13:54,test,True
333,7d13fca15225358621be4086e1eb0964,2018-03-28 09:20:37,train,True
334,5bc237df65098fe211bb4818f4d26d78,2017-02-09 13:21:46,train,True
335,8a32e327fe2c1b3511609d81aaf9f042,2017-06-10 07:56:30,train,True
336,70a12e78e608ac31179aea7f8422044b,2017-02-17 17:46:42,train,True
337,11bfa66332777660bd0640ee84d47006,2018-06-18 11:12:41,test,True
338,ad420dd0c4f92f8af951ac24b86d0cf5,2018-03-15 11:11:52,train,True
339,55029529919c0123526150bd26ca8f20,2018-08-07 16:33:59,test,True
340,e38db885400cd35c71dfd162f2c1dbcf,2018-03-24 16:14:47,train,True
341,e38db885400cd35c71dfd162f2c1dbcf,2018-03-24 16:14:47,train,True
