evento_id,entidade_id,split,churn_rotulo,churn_baseline,risco_review_negativo_rotulo,risco_review_negativo_baseline,risco_atraso_entrega_rotulo,risco_atraso_entrega_baseline
37545,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.8333333333333333,0.0,5.0,0.0,0.03333333333333333
1626,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.8064516129032258,0.0,5.0,0.0,0.03225806451612903
85052,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.75,0.0,5.0,0.0,0.03125
41343,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.7272727272727273,0.0,5.0,0.0,0.030303030303030304
41344,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.6764705882352942,0.0,5.0,0.0,0.029411764705882353
5812,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.6285714285714286,0.0,5.0,1.0,0.02857142857142857
49396,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.6944444444444444,1.0,5.0,,0.027777777777777776
54404,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.6486486486486487,1.0,5.0,0.0,0.05405405405405406
68596,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.6842105263157894,1.0,5.0,0.0,0.05405405405405406
68597,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.641025641025641,0.0,5.0,0.0,0.05263157894736842
92442,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.7,0.0,5.0,0.0,0.05128205128205128
35849,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.6585365853658536,0.0,5.0,0.0,0.05
9017,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.7380952380952381,0.0,5.0,0.0,0.04878048780487805
104729,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.697674418604651,1.0,5.0,,0.047619047619047616
75257,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.6818181818181819,0.0,5.0,0.0,0.046511627906976744
78197,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.711111111111111,0.0,5.0,0.0,0.046511627906976744
44585,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.6956521739130435,0.0,5.0,0.0,0.045454545454545456
44586,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.6595744680851063,0.0,5.0,0.0,0.044444444444444446
100887,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.625,0.0,5.0,0.0,0.043478260869565216
100888,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.5918367346938775,,5.0,0.0,0.0425531914893617
101394,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.58,0.0,5.0,0.0,0.041666666666666664
175,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.5490196078431373,0.0,5.0,0.0,0.04081632653061224
57610,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.5192307692307692,0.0,5.0,0.0,0.04
10354,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.528301886792453,0.0,5.0,0.0,0.0392156862745098
13448,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.5,0.0,5.0,0.0,0.038461538461538464
65805,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.4727272727272727,1.0,5.0,0.0,0.03773584905660377
47851,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.4642857142857142,0.0,5.0,0.0,0.037037037037037035
46415,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.4385964912280702,1.0,5.0,0.0,0.03636363636363636
101221,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.4137931034482758,1.0,5.0,0.0,0.03571428571428571
101222,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.3898305084745763,0.0,5.0,0.0,0.03508771929824561
45113,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.3666666666666667,1.0,5.0,0.0,0.034482758620689655
48468,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.3442622950819672,0.0,5.0,0.0,0.03389830508474576
48777,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.3225806451612903,0.0,5.0,0.0,0.03333333333333333
25560,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.3650793650793651,0.0,5.0,0.0,0.03278688524590164
3308,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.34375,0.0,5.0,0.0,0.03225806451612903
40278,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.323076923076923,0.0,5.0,0.0,0.031746031746031744
10103,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.303030303030303,0.0,5.0,0.0,0.03125
18585,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.2985074626865671,1.0,5.0,0.0,0.03076923076923077
6619,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.2941176470588236,0.0,5.0,0.0,0.030303030303030304
49485,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.318840579710145,0.0,5.0,0.0,0.029850746268656716
41222,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.3142857142857143,0.0,5.0,0.0,0.029411764705882353
110382,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.3098591549295775,0.0,5.0,0.0,0.028985507246376812
110383,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.2916666666666667,1.0,5.0,0.0,0.02857142857142857
94301,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.273972602739726,1.0,5.0,0.0,0.028169014084507043
63714,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.2567567567567568,0.0,5.0,0.0,0.027777777777777776
52601,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.24,0.0,5.0,0.0,0.0273972602739726
19128,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.236842105263158,0.0,5.0,0.0,0.02702702702702703
17181,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.2207792207792207,0.0,5.0,0.0,0.02666666666666667
95920,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.2179487179487178,0.0,5.0,0.0,0.02631578947368421
17194,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.2151898734177216,0.0,5.0,0.0,0.025974025974025976
9181,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.2,0.0,5.0,0.0,0.02564102564102564
357,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.1851851851851851,0.0,5.0,0.0,0.02531645569620253
72229,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.170731707317073,0.0,5.0,0.0,0.025
25879,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.2048192771084338,0.0,5.0,0.0,0.024691358024691357
41937,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.1904761904761905,0.0,5.0,0.0,0.024390243902439025
84901,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.2,0.0,5.0,0.0,0.024096385542168676
93546,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.2093023255813953,0.0,5.0,0.0,0.023809523809523808
94022,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.2413793103448276,1.0,5.0,,0.023529411764705882
76257,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.2272727272727273,0.0,5.0,1.0,0.023255813953488372
93854,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.2247191011235956,0.0,5.0,0.0,0.023255813953488372
3899,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.2222222222222223,0.0,5.0,0.0,0.034482758620689655
25274,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.2307692307692308,0.0,5.0,0.0,0.03409090909090909
105522,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.2173913043478262,0.0,5.0,0.0,0.033707865168539325
18849,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.2043010752688172,1.0,5.0,0.0,0.03333333333333333
73644,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.2234042553191489,0.0,5.0,0.0,0.03296703296703297
5894,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.2105263157894737,0.0,5.0,0.0,0.03260869565217391
71064,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.1979166666666667,0.0,5.0,1.0,0.03225806451612903
103645,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.1855670103092784,0.0,5.0,0.0,0.031914893617021274
60061,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.1734693877551021,0.0,5.0,0.0,0.042105263157894736
60062,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.1616161616161615,0.0,5.0,0.0,0.041666666666666664
78693,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.15,0.0,5.0,0.0,0.041237113402061855
78694,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.1386138613861385,0.0,5.0,0.0,0.04081632653061224
8118,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.1568627450980393,0.0,5.0,0.0,0.04040404040404041
16316,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.145631067961165,0.0,5.0,0.0,0.04
35815,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.1346153846153846,,5.0,0.0,0.039603960396039604
72662,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.1333333333333333,0.0,5.0,0.0,0.0392156862745098
98002,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.1320754716981132,0.0,5.0,0.0,0.038834951456310676
47240,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.1308411214953271,0.0,5.0,0.0,0.038461538461538464
110613,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.1203703703703705,0.0,5.0,0.0,0.0380952380952381
12734,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.110091743119266,0.0,5.0,0.0,0.03773584905660377
9496,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.1090909090909091,0.0,5.0,0.0,0.037383177570093455
9497,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.0990990990990992,0.0,5.0,0.0,0.037037037037037035
43117,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.1071428571428572,1.0,5.0,0.0,0.03669724770642202
49959,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.0973451327433628,0.0,5.0,0.0,0.03636363636363636
5218,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.1140350877192982,1.0,5.0,0.0,0.036036036036036036
11184,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.1217391304347826,0.0,5.0,0.0,0.03571428571428571
36891,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.1206896551724137,0.0,5.0,0.0,0.035398230088495575
9359,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.1196581196581197,0.0,5.0,0.0,0.03508771929824561
9360,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.1101694915254237,0.0,5.0,0.0,0.034782608695652174
85155,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.1260504201680672,0.0,5.0,0.0,0.034482758620689655
32903,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.125,0.0,5.0,0.0,0.03418803418803419
97635,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.1735537190082646,0.0,5.0,0.0,0.03389830508474576
31903,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.1721311475409837,0.0,5.0,0.0,0.03361344537815126
70469,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.1788617886178863,0.0,5.0,0.0,0.03333333333333333
97672,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.1693548387096775,0.0,5.0,0.0,0.03305785123966942
97673,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.16,0.0,5.0,0.0,0.03278688524590164
64606,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.2063492063492063,0.0,5.0,0.0,0.032520325203252036
43293,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.204724409448819,1.0,5.0,0.0,0.03225806451612903
112053,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.1953125,0.0,5.0,0.0,0.032
3762,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.2015503875968991,0.0,5.0,0.0,0.031746031746031744
21550,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.2076923076923076,0.0,5.0,0.0,0.031496062992125984
28412,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.2290076335877862,0.0,5.0,0.0,0.03125
28413,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.2196969696969697,0.0,5.0,0.0,0.031007751937984496
62499,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.2105263157894737,0.0,5.0,0.0,0.03076923076923077
62500,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.2014925373134329,0.0,5.0,0.0,0.030534351145038167
6738,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.1925925925925926,0.0,5.0,0.0,0.030303030303030304
6739,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.1838235294117647,1.0,5.0,0.0,0.03007518796992481
54678,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.2043795620437956,1.0,5.0,0.0,0.029850746268656716
4813,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.2028985507246377,1.0,5.0,0.0,0.02962962962962963
4814,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.1942446043165467,0.0,5.0,0.0,0.029411764705882353
84382,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.1857142857142857,0.0,5.0,0.0,0.029197080291970802
47621,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.1843971631205674,0.0,5.0,0.0,0.028985507246376812
81923,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.176056338028169,0.0,5.0,0.0,0.02877697841726619
3172,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.1818181818181819,0.0,5.0,0.0,0.02857142857142857
61411,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.2291666666666667,0.0,5.0,0.0,0.028368794326241134
104478,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.2482758620689656,0.0,5.0,0.0,0.028169014084507043
81366,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.2602739726027397,0.0,5.0,0.0,0.027972027972027972
14512,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.272108843537415,0.0,5.0,0.0,0.027777777777777776
102257,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.2635135135135136,0.0,5.0,1.0,0.027586206896551724
102755,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.25503355704698,0.0,5.0,0.0,0.0273972602739726
27240,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.2466666666666666,0.0,5.0,0.0,0.034013605442176874
36724,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.2384105960264902,0.0,5.0,0.0,0.033783783783783786
98601,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.243421052631579,0.0,5.0,0.0,0.03355704697986577
92998,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.2352941176470589,1.0,5.0,0.0,0.03333333333333333
107509,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.2337662337662338,1.0,5.0,0.0,0.033112582781456956
107510,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.2258064516129032,0.0,5.0,0.0,0.03289473684210526
66865,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.2179487179487178,0.0,5.0,0.0,0.032679738562091505
45630,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.2101910828025477,0.0,5.0,0.0,0.032467532467532464
84746,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.2088607594936709,1.0,5.0,0.0,0.03225806451612903
41541,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.2264150943396226,1.0,5.0,0.0,0.03205128205128205
41542,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.21875,0.0,5.0,0.0,0.03184713375796178
62776,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.2236024844720497,0.0,5.0,0.0,0.03164556962025317
62777,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.2160493827160495,0.0,5.0,0.0,0.031446540880503145
21445,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.2147239263803682,0.0,5.0,0.0,0.03125
68271,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.2073170731707317,0.0,5.0,1.0,0.031055900621118012
91518,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.2,0.0,5.0,0.0,0.030864197530864196
20926,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.1927710843373494,1.0,5.0,0.0,0.03680981595092025
34222,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.18562874251497,0.0,5.0,0.0,0.036585365853658534
33829,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.2023809523809523,0.0,5.0,0.0,0.03636363636363636
39752,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.1952662721893492,0.0,5.0,0.0,0.03614457831325301
98370,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.1941176470588235,0.0,5.0,0.0,0.03592814371257485
45047,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.1988304093567252,0.0,5.0,0.0,0.03571428571428571
52625,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.197674418604651,0.0,5.0,0.0,0.03550295857988166
52626,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.1907514450867052,0.0,5.0,0.0,0.03529411764705882
72385,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.206896551724138,0.0,5.0,0.0,0.03508771929824561
2988,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.2,0.0,5.0,0.0,0.03488372093023256
89883,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.1931818181818181,0.0,5.0,0.0,0.03468208092485549
89985,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.1864406779661016,1.0,5.0,0.0,0.034482758620689655
40520,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.1797752808988764,1.0,5.0,0.0,0.03428571428571429
40521,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.1731843575418994,1.0,5.0,0.0,0.03409090909090909
40522,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.1666666666666667,0.0,5.0,0.0,0.03389830508474576
87409,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.1767955801104972,0.0,5.0,0.0,0.033707865168539325
30072,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.1703296703296704,0.0,5.0,0.0,0.0335195530726257
58624,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.169398907103825,,5.0,1.0,0.03333333333333333
1525,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.1630434782608696,0.0,5.0,0.0,0.03314917127071823
89466,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.1567567567567567,0.0,5.0,0.0,0.038461538461538464
19668,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.1559139784946237,0.0,5.0,0.0,0.03825136612021858
42679,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.160427807486631,0.0,5.0,0.0,0.03804347826086957
67726,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.1542553191489362,0.0,5.0,0.0,0.03783783783783784
67727,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.1481481481481481,0.0,5.0,0.0,0.03763440860215054
76955,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.1421052631578947,0.0,5.0,0.0,0.0374331550802139
76956,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.1361256544502618,0.0,5.0,1.0,0.03723404255319149
35937,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.15625,0.0,5.0,0.0,0.037037037037037035
44220,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.150259067357513,0.0,5.0,0.0,0.042105263157894736
103913,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.1443298969072164,0.0,5.0,0.0,0.041884816753926704
28563,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.1384615384615384,0.0,5.0,1.0,0.041666666666666664
63065,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.1428571428571428,0.0,5.0,1.0,0.04145077720207254
54037,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.1522842639593909,0.0,5.0,0.0,0.04639175257731959
23922,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.1616161616161615,0.0,5.0,0.0,0.05128205128205128
15037,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.1608040201005025,0.0,5.0,0.0,0.05102040816326531
15038,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.155,0.0,5.0,0.0,0.050761421319796954
53267,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.1492537313432836,0.0,5.0,0.0,0.050505050505050504
36704,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.1435643564356435,0.0,5.0,0.0,0.05025125628140704
76342,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.1477832512315271,0.0,5.0,0.0,0.05
69619,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.1470588235294117,0.0,5.0,0.0,0.04975124378109453
26178,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.1414634146341462,0.0,5.0,0.0,0.04950495049504951
20397,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.1407766990291262,0.0,5.0,0.0,0.04926108374384237
97069,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.1884057971014492,0.0,5.0,0.0,0.049019607843137254
31308,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.1923076923076923,0.0,5.0,0.0,0.04878048780487805
99899,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.186602870813397,0.0,5.0,1.0,0.04854368932038835
28400,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.2,0.0,5.0,0.0,0.04830917874396135
22396,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.2322274881516588,0.0,5.0,0.0,0.052884615384615384
20491,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.2358490566037736,0.0,5.0,0.0,0.05263157894736842
19775,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.2394366197183098,0.0,5.0,0.0,0.05238095238095238
110264,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.2757009345794392,0.0,5.0,0.0,0.052132701421800945
36560,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.2697674418604652,0.0,5.0,0.0,0.05188679245283019
91469,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.2638888888888888,0.0,5.0,0.0,0.051643192488262914
102868,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.271889400921659,1.0,5.0,0.0,0.0514018691588785
17714,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.2935779816513762,0.0,5.0,0.0,0.05116279069767442
3453,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.3013698630136987,0.0,5.0,0.0,0.05092592592592592
41103,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.3272727272727274,1.0,5.0,,0.05069124423963134
46918,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.3891402714932126,0.0,5.0,0.0,0.05045871559633028
88939,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.4144144144144144,0.0,5.0,0.0,0.05045871559633028
14996,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.4125560538116593,0.0,5.0,0.0,0.0502283105022831
91412,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.4151785714285714,0.0,5.0,0.0,0.05
59821,001cca7ae9ae17fb1caed9dfb1094831,train,0.0,1.4222222222222223,0.0,5.0,1.0,0.049773755656108594
